head,step,new_batch_loss,old_same_batch_loss,new_gradient_norm,old_gradient_norm
damping097_fold0_seed17_utility,1,0.02490529604256153,0.022067252546548843,0.04788539558649063,0.0031882792245596647
damping097_fold0_seed17_utility,200,0.017546501010656357,0.02346569299697876,0.0248729195445776,0.04887031391263008
damping097_fold0_seed17_utility,400,0.019472811371088028,0.028998466208577156,0.030687959864735603,0.056570351123809814
damping097_fold0_seed17_utility,600,0.02214639261364937,0.02614179253578186,0.07374371588230133,0.13765105605125427
damping097_fold0_seed17_utility,800,0.014784891158342361,0.01572243869304657,0.027973860502243042,0.04393899068236351
damping097_fold0_seed17_utility,1000,0.017395146191120148,0.0167403481900692,0.05570659413933754,0.0970609113574028
damping097_fold0_seed17_utility,1200,0.022105161100625992,0.029031913727521896,0.061067793518304825,0.13901598751544952
damping097_fold0_seed17_utility,1400,0.011653508991003036,0.013950384221971035,0.019916314631700516,0.02480272389948368
damping097_fold0_seed17_utility,1600,0.022914297878742218,0.021893281489610672,0.052328236401081085,0.09639561176300049
damping097_fold0_seed17_utility,1800,0.021774685010313988,0.017837179824709892,0.050689537078142166,0.0694229006767273
damping097_fold0_seed17_utility,2000,0.0094819450750947,0.01231839694082737,0.025401148945093155,0.04198469966650009
damping097_fold0_seed17_all,1,0.9894315004348755,0.9886681437492371,0.19899234175682068,0.1988811492919922
damping097_fold0_seed17_all,200,0.8030757308006287,0.8041058778762817,0.6246848702430725,0.636570394039154
damping097_fold0_seed17_all,400,0.8388023376464844,0.8385193943977356,0.6299666166305542,0.6242250204086304
damping097_fold0_seed17_all,600,0.9563753604888916,0.9497499465942383,1.0739468336105347,1.092295527458191
damping097_fold0_seed17_all,800,0.587504506111145,0.5893478393554688,1.0963209867477417,1.1387546062469482
damping097_fold0_seed17_all,1000,0.8276813626289368,0.8269895911216736,1.6825480461120605,1.7327964305877686
damping097_fold0_seed17_all,1200,1.1192269325256348,1.1136343479156494,2.0667898654937744,2.009140968322754
damping097_fold0_seed17_all,1400,1.187730073928833,1.1897130012512207,1.4706388711929321,1.513242483139038
damping097_fold0_seed17_all,1600,0.7618803977966309,0.7672218084335327,1.3336074352264404,1.384971022605896
damping097_fold0_seed17_all,1800,0.7827075123786926,0.7857110500335693,2.1714982986450195,2.1469311714172363
damping097_fold0_seed17_all,2000,0.48087477684020996,0.4757663905620575,2.7483415603637695,2.7295970916748047
damping097_fold0_seed17_easy,1,0.0023155405651777983,0.0023134464863687754,0.0005318114417605102,0.0005317747127264738
damping097_fold0_seed17_easy,200,0.0023426373954862356,0.0023418711498379707,0.0008550510392524302,0.0008467275183647871
damping097_fold0_seed17_easy,400,0.0018003589939326048,0.0017991247586905956,0.001280900090932846,0.0012765851570293307
damping097_fold0_seed17_easy,600,0.0017576225800439715,0.0017578297993168235,0.0013725889148190618,0.0013741736765950918
damping097_fold0_seed17_easy,800,0.0017062160186469555,0.001705031841993332,0.0007910918793641031,0.000789365847595036
damping097_fold0_seed17_easy,1000,0.001995356287807226,0.001993074081838131,0.0015005642781034112,0.0014719425234943628
damping097_fold0_seed17_easy,1200,0.0015012092189863324,0.0015026882756501436,0.0017344241496175528,0.0016959109343588352
damping097_fold0_seed17_easy,1400,0.0016035338630899787,0.0016063477378338575,0.002001476474106312,0.0019939541816711426
damping097_fold0_seed17_easy,1600,0.0015414609806612134,0.00153650704305619,0.0027015034575015306,0.0024867800530046225
damping097_fold0_seed17_easy,1800,0.001790378475561738,0.001792237744666636,0.0018392286729067564,0.0017818695632740855
damping097_fold0_seed17_easy,2000,0.0018755998462438583,0.0018804718274623156,0.002310466952621937,0.002324500121176243
neural_fold0_seed29_utility,1,0.24908696115016937,0.23713088035583496,0.3155320882797241,0.015856938436627388
neural_fold0_seed29_utility,200,0.11741967499256134,0.11785979568958282,0.42080238461494446,0.04720817133784294
neural_fold0_seed29_utility,400,0.10553897172212601,0.12850883603096008,0.13073424994945526,0.13006408512592316
neural_fold0_seed29_utility,600,0.08160196989774704,0.09165334701538086,0.17932799458503723,0.09831415861845016
neural_fold0_seed29_utility,800,0.11022085696458817,0.10643141716718674,0.4346242845058441,0.2795001268386841
neural_fold0_seed29_utility,1000,0.09612762928009033,0.09853823482990265,0.6119917631149292,0.44938236474990845
neural_fold0_seed29_utility,1200,0.1334553360939026,0.17623549699783325,0.7001427412033081,0.3209526240825653
neural_fold0_seed29_utility,1400,0.07888448238372803,0.13152073323726654,0.43231186270713806,0.6483931541442871
neural_fold0_seed29_utility,1600,0.15283319354057312,0.19703294336795807,0.35403019189834595,0.413605660200119
neural_fold0_seed29_utility,1800,0.0361548587679863,0.04774487391114235,0.07618989795446396,0.25981590151786804
neural_fold0_seed29_utility,2000,0.10214069485664368,0.12900057435035706,0.3188122510910034,0.34692683815956116
neural_fold0_seed29_all,1,1.689256191253662,1.6749074459075928,0.28421658277511597,0.2506101727485657
neural_fold0_seed29_all,200,1.3595482110977173,1.353217601776123,0.5488885045051575,0.4375733733177185
neural_fold0_seed29_all,400,0.7332826256752014,0.7487995028495789,0.896518349647522,0.8117855191230774
neural_fold0_seed29_all,600,0.7156281471252441,0.7334326505661011,0.7344664931297302,0.6736351251602173
neural_fold0_seed29_all,800,0.9823945164680481,0.9937350749969482,1.3928344249725342,1.4077895879745483
neural_fold0_seed29_all,1000,0.7275024652481079,0.7484239339828491,1.1255766153335571,1.0605261325836182
neural_fold0_seed29_all,1200,1.765987515449524,1.7735397815704346,2.204909324645996,2.161088466644287
neural_fold0_seed29_all,1400,0.8998708724975586,0.9154239892959595,1.460754632949829,1.4560275077819824
neural_fold0_seed29_all,1600,0.935669481754303,0.9534198641777039,1.3949311971664429,1.392320990562439
neural_fold0_seed29_all,1800,0.646156907081604,0.6469637751579285,1.2731702327728271,1.1918935775756836
neural_fold0_seed29_all,2000,0.8140447735786438,0.8275628089904785,1.2647768259048462,1.2201687097549438
neural_fold0_seed29_easy,1,0.0025194240733981133,0.0024291290901601315,0.000558017345611006,0.0004287377232685685
neural_fold0_seed29_easy,200,0.002664422383531928,0.0026364801451563835,0.001553812762722373,0.0007696700631640851
neural_fold0_seed29_easy,400,0.0023375076707452536,0.002306437585502863,0.0016204349230974913,0.0008648436050862074
neural_fold0_seed29_easy,600,0.0020252156537026167,0.0020305414218455553,0.006050164811313152,0.006739440839737654
neural_fold0_seed29_easy,800,0.0020556736271828413,0.0020630646031349897,0.0016186939319595695,0.0015026051551103592
neural_fold0_seed29_easy,1000,0.0032470226287841797,0.0032233824022114277,0.008424457162618637,0.008816209621727467
neural_fold0_seed29_easy,1200,0.002258229535073042,0.0022720445413142443,0.003331767162308097,0.004586304072290659
neural_fold0_seed29_easy,1400,0.003782091196626425,0.003681447822600603,0.00983173493295908,0.013748585246503353
neural_fold0_seed29_easy,1600,0.006659448146820068,0.006662757135927677,0.01783558540046215,0.019988639280200005
neural_fold0_seed29_easy,1800,0.0016973699675872922,0.0016825830098241568,0.0022411905229091644,0.002006025053560734
neural_fold0_seed29_easy,2000,0.001982570393010974,0.0019379780860617757,0.005375757347792387,0.003932758700102568
damping097_fold0_seed29_utility,1,0.023471711203455925,0.026779204607009888,0.025259166955947876,0.0026692678220570087
damping097_fold0_seed29_utility,200,0.012265356257557869,0.023963045328855515,0.03691447898745537,0.04739096015691757
damping097_fold0_seed29_utility,400,0.0191615242511034,0.022879045456647873,0.028598250821232796,0.05473823472857475
damping097_fold0_seed29_utility,600,0.011018524877727032,0.013066180981695652,0.020222701132297516,0.020089121535420418
damping097_fold0_seed29_utility,800,0.010977047495543957,0.014714302495121956,0.020306667312979698,0.05843030661344528
damping097_fold0_seed29_utility,1000,0.02160526253283024,0.03271564468741417,0.09082455933094025,0.27185171842575073
damping097_fold0_seed29_utility,1200,0.02551097236573696,0.03014996089041233,0.07463152706623077,0.08179228752851486
damping097_fold0_seed29_utility,1400,0.009872925467789173,0.01570858061313629,0.03162987157702446,0.07143102586269379
damping097_fold0_seed29_utility,1600,0.01774817891418934,0.01758822239935398,0.0299738310277462,0.04663870111107826
damping097_fold0_seed29_utility,1800,0.0089691411703825,0.01058330200612545,0.016605591401457787,0.022923927754163742
damping097_fold0_seed29_utility,2000,0.014549116604030132,0.015677528455853462,0.0394807830452919,0.06662710011005402
damping097_fold0_seed29_all,1,1.6201155185699463,1.6199169158935547,0.24479307234287262,0.2447662502527237
damping097_fold0_seed29_all,200,1.3211678266525269,1.3210828304290771,0.5214889049530029,0.5199303030967712
damping097_fold0_seed29_all,400,0.6719350814819336,0.672417163848877,0.8504324555397034,0.8171539306640625
damping097_fold0_seed29_all,600,0.666943371295929,0.6674512624740601,0.8403231501579285,0.7268256545066833
damping097_fold0_seed29_all,800,0.9899933934211731,0.9909341335296631,1.49974524974823,1.5512890815734863
damping097_fold0_seed29_all,1000,0.6984671950340271,0.700712263584137,1.277901530265808,1.2573444843292236
damping097_fold0_seed29_all,1200,1.7198489904403687,1.7200090885162354,2.4321610927581787,2.4270730018615723
damping097_fold0_seed29_all,1400,0.8810667991638184,0.8846877217292786,1.621996283531189,1.6424213647842407
damping097_fold0_seed29_all,1600,0.7988385558128357,0.7986816763877869,1.2280606031417847,1.1679993867874146
damping097_fold0_seed29_all,1800,0.6107116341590881,0.6026244759559631,1.2510584592819214,1.1465580463409424
damping097_fold0_seed29_all,2000,0.7492491006851196,0.7528520822525024,1.2851135730743408,1.3088475465774536
damping097_fold0_seed29_easy,1,0.0023812418803572655,0.0023794034495949745,0.00041354921995662153,0.00041350434185005724
damping097_fold0_seed29_easy,200,0.0020220575388520956,0.002021464752033353,0.00048224060446955264,0.0004821708716917783
damping097_fold0_seed29_easy,400,0.0021606965456157923,0.002160262316465378,0.0005397944478318095,0.0005376237677410245
damping097_fold0_seed29_easy,600,0.0018640151247382164,0.0018625193042680621,0.0011950733605772257,0.0011953231878578663
damping097_fold0_seed29_easy,800,0.0021010078489780426,0.002099646022543311,0.0029252348467707634,0.002945637796074152
damping097_fold0_seed29_easy,1000,0.0024393738713115454,0.0024374634958803654,0.002275187289342284,0.0022697881795465946
damping097_fold0_seed29_easy,1200,0.0020149906631559134,0.0020114255603402853,0.001652910141274333,0.001642735442146659
damping097_fold0_seed29_easy,1400,0.0017936634831130505,0.0017940093530341983,0.0014737005112692714,0.001506525557488203
damping097_fold0_seed29_easy,1600,0.0017704457277432084,0.0017637908458709717,0.0012963265180587769,0.0012882404262199998
damping097_fold0_seed29_easy,1800,0.0016369265504181385,0.0016347699565812945,0.0019194615306332707,0.0018690871074795723
damping097_fold0_seed29_easy,2000,0.001754419645294547,0.0017381008947268128,0.0018335271161049604,0.001790525740943849
neural_fold0_seed43_utility,1,0.1300356537103653,0.1758374273777008,0.10204289853572845,0.019882485270500183
neural_fold0_seed43_utility,200,0.06090717762708664,0.0759316235780716,0.20658810436725616,0.050367217510938644
neural_fold0_seed43_utility,400,0.11087145656347275,0.17466950416564941,0.21470524370670319,0.15888437628746033
neural_fold0_seed43_utility,600,0.11888117343187332,0.13863736391067505,0.34625330567359924,0.4371642470359802
neural_fold0_seed43_utility,800,0.08439073711633682,0.10758581757545471,0.17489175498485565,0.21855641901493073
neural_fold0_seed43_utility,1000,0.06110620126128197,0.07601650059223175,0.10467270016670227,0.27649134397506714
neural_fold0_seed43_utility,1200,0.07913193851709366,0.11375974118709564,0.5800864696502686,0.3325580358505249
neural_fold0_seed43_utility,1400,0.06748066842556,0.12248271703720093,0.3390698730945587,0.20109978318214417
neural_fold0_seed43_utility,1600,0.07269538193941116,0.10659641027450562,0.3288418650627136,0.36520838737487793
neural_fold0_seed43_utility,1800,0.05540822446346283,0.05006415396928787,0.31999069452285767,0.10625134408473969
neural_fold0_seed43_utility,2000,0.13538290560245514,0.14324568212032318,0.7711535692214966,0.7221313118934631
neural_fold0_seed43_all,1,1.3164297342300415,1.332845687866211,0.31180503964424133,0.309954434633255
neural_fold0_seed43_all,200,0.8374881744384766,0.8358440399169922,0.3440738618373871,0.3408103287220001
neural_fold0_seed43_all,400,1.6160458326339722,1.6075819730758667,1.4787132740020752,1.5093419551849365
neural_fold0_seed43_all,600,0.6737825274467468,0.6806910037994385,1.3587995767593384,1.273895502090454
neural_fold0_seed43_all,800,0.6260654926300049,0.6268146634101868,0.9061790704727173,0.9046276211738586
neural_fold0_seed43_all,1000,0.8209426999092102,0.8275161385536194,1.0230463743209839,1.0055856704711914
neural_fold0_seed43_all,1200,1.2147656679153442,1.209971308708191,1.1624081134796143,1.070052981376648
neural_fold0_seed43_all,1400,0.7161120772361755,0.7225892543792725,0.8613982796669006,0.9016370177268982
neural_fold0_seed43_all,1600,0.5758007764816284,0.5734958052635193,2.625006914138794,2.591081380844116
neural_fold0_seed43_all,1800,0.5474342703819275,0.5610079169273376,0.6721566915512085,0.6392952799797058
neural_fold0_seed43_all,2000,0.9385585784912109,0.9745494723320007,1.737610936164856,1.809232234954834
neural_fold0_seed43_easy,1,0.0023563350550830364,0.002335136756300926,0.0007183379493653774,0.0007146538700908422
neural_fold0_seed43_easy,200,0.0033429134637117386,0.003356766887009144,0.001208769390359521,0.0010450957342982292
neural_fold0_seed43_easy,400,0.002131996676325798,0.002116262214258313,0.002502388320863247,0.0019968829583376646
neural_fold0_seed43_easy,600,0.0019312408985570073,0.0019546665716916323,0.00118301494512707,0.001131054013967514
neural_fold0_seed43_easy,800,0.0028981524519622326,0.00284529197961092,0.0018293922767043114,0.0025900069158524275
neural_fold0_seed43_easy,1000,0.001960557186976075,0.0019656920339912176,0.0017088556196540594,0.0015934708062559366
neural_fold0_seed43_easy,1200,0.0026601289864629507,0.002684906357899308,0.00361403776332736,0.0032453828025609255
neural_fold0_seed43_easy,1400,0.002414250746369362,0.0023703197948634624,0.0023843261878937483,0.003178038401529193
neural_fold0_seed43_easy,1600,0.0029690321534872055,0.002921262290328741,0.0037216071505099535,0.005392075981944799
neural_fold0_seed43_easy,1800,0.0020750882104039192,0.0021002560388296843,0.003328026505187154,0.003318145638331771
neural_fold0_seed43_easy,2000,0.0020252151880413294,0.002004213398322463,0.001774672418832779,0.0017960987752303481
damping097_fold0_seed43_utility,1,0.0290057435631752,0.03644372895359993,0.042713288217782974,0.005987600423395634
damping097_fold0_seed43_utility,200,0.01531931385397911,0.021742908284068108,0.016226429492235184,0.02607194148004055
damping097_fold0_seed43_utility,400,0.016303440555930138,0.0270279198884964,0.03342482075095177,0.038751550018787384
damping097_fold0_seed43_utility,600,0.01600574515759945,0.015728354454040527,0.020505046471953392,0.04006054624915123
damping097_fold0_seed43_utility,800,0.014318565838038921,0.018730122596025467,0.021430445834994316,0.035983335226774216
damping097_fold0_seed43_utility,1000,0.015185066498816013,0.01590898260474205,0.02908756583929062,0.0386018380522728
damping097_fold0_seed43_utility,1200,0.012644117698073387,0.01899630017578602,0.03743523731827736,0.042195744812488556
damping097_fold0_seed43_utility,1400,0.010704485699534416,0.011336158029735088,0.070365309715271,0.06546973437070847
damping097_fold0_seed43_utility,1600,0.009538942016661167,0.01806357502937317,0.029882753267884254,0.18812662363052368
damping097_fold0_seed43_utility,1800,0.009423413313925266,0.011411033570766449,0.04392823204398155,0.07261556386947632
damping097_fold0_seed43_utility,2000,0.015086005441844463,0.01856047660112381,0.07014256715774536,0.09277889877557755
damping097_fold0_seed43_all,1,1.2729934453964233,1.2731705904006958,0.30933061242103577,0.30928000807762146
damping097_fold0_seed43_all,200,0.8203411102294922,0.8212429881095886,0.34493231773376465,0.34502026438713074
damping097_fold0_seed43_all,400,1.5938434600830078,1.5919655561447144,1.5239454507827759,1.5284233093261719
damping097_fold0_seed43_all,600,0.6590482592582703,0.6565391421318054,1.685732126235962,1.694391131401062
damping097_fold0_seed43_all,800,0.618588924407959,0.6159265637397766,0.9857760071754456,0.9910043478012085
damping097_fold0_seed43_all,1000,0.8037142157554626,0.7996739149093628,1.063026785850525,1.0628948211669922
damping097_fold0_seed43_all,1200,1.193397045135498,1.196302890777588,1.1457198858261108,1.163902997970581
damping097_fold0_seed43_all,1400,0.6902422308921814,0.6896780133247375,0.9543019533157349,0.962060272693634
damping097_fold0_seed43_all,1600,0.5660156011581421,0.5641765594482422,2.8145875930786133,2.857954740524292
damping097_fold0_seed43_all,1800,0.5302218794822693,0.5286827683448792,0.5570038557052612,0.5745787620544434
damping097_fold0_seed43_all,2000,0.977083146572113,0.9743333458900452,1.815107822418213,1.824023962020874
damping097_fold0_seed43_easy,1,0.002324970904737711,0.0023231247905641794,0.0007154997438192368,0.0007154553313739598
damping097_fold0_seed43_easy,200,0.0019492146093398333,0.001948513905517757,0.0008153236121870577,0.0008157240808941424
damping097_fold0_seed43_easy,400,0.0019468904938548803,0.0019463899079710245,0.0010699393460527062,0.0010746283223852515
damping097_fold0_seed43_easy,600,0.0019236786756664515,0.001924764597788453,0.0008302052156068385,0.000821735302451998
damping097_fold0_seed43_easy,800,0.002206249628216028,0.0022075881715863943,0.0014596241526305676,0.0014266526559367776
damping097_fold0_seed43_easy,1000,0.0017122733406722546,0.001710535492748022,0.0013793547404929996,0.0013714628294110298
damping097_fold0_seed43_easy,1200,0.0020988518372178078,0.0020990667399019003,0.001690398552455008,0.0016801905585452914
damping097_fold0_seed43_easy,1400,0.0019727039616554976,0.0019741856958717108,0.002097061835229397,0.00207690941169858
damping097_fold0_seed43_easy,1600,0.002152708126232028,0.0021502242889255285,0.0016454800497740507,0.0016078385524451733
damping097_fold0_seed43_easy,1800,0.0020131864584982395,0.0020129361655563116,0.002477939473465085,0.002531283302232623
damping097_fold0_seed43_easy,2000,0.0017464320408180356,0.0017487466102465987,0.0016539004864171147,0.0017013202887028456
neural_fold1_seed17_utility,1,0.4677908420562744,0.18070748448371887,2.598480224609375,0.02915092371404171
neural_fold1_seed17_utility,200,0.12551189959049225,0.12366794794797897,1.459974765777588,0.5555906295776367
neural_fold1_seed17_utility,400,0.11421225965023041,0.14027400314807892,1.104538083076477,0.6906437277793884
neural_fold1_seed17_utility,600,0.20045441389083862,0.22571086883544922,1.0174185037612915,0.7390685081481934
neural_fold1_seed17_utility,800,0.23199015855789185,0.27649274468421936,1.0351214408874512,0.6913619637489319
neural_fold1_seed17_utility,1000,0.1328185498714447,0.12731194496154785,0.2191343605518341,0.2062210887670517
neural_fold1_seed17_utility,1200,0.11276272684335709,0.1141512393951416,0.3390464186668396,0.3651541769504547
neural_fold1_seed17_utility,1400,0.09516231715679169,0.13055385649204254,0.693134069442749,0.7545380592346191
neural_fold1_seed17_utility,1600,0.041432492434978485,0.06462317705154419,0.2830427587032318,0.19657263159751892
neural_fold1_seed17_utility,1800,0.3626326024532318,0.327102392911911,2.9074065685272217,0.7428117990493774
neural_fold1_seed17_utility,2000,0.14879368245601654,0.11851848661899567,0.37348175048828125,0.3125472068786621
neural_fold1_seed17_all,1,1.1721216440200806,1.127364158630371,1.3769645690917969,0.3324815630912781
neural_fold1_seed17_all,200,1.2615628242492676,1.3232192993164062,1.486201286315918,0.9524985551834106
neural_fold1_seed17_all,400,1.1472033262252808,1.1468583345413208,2.153477191925049,2.0523388385772705
neural_fold1_seed17_all,600,1.6094839572906494,1.6901987791061401,2.2932472229003906,2.2095494270324707
neural_fold1_seed17_all,800,1.072925329208374,1.1117881536483765,1.945786714553833,1.5710217952728271
neural_fold1_seed17_all,1000,0.8214259743690491,0.8159681558609009,0.7554115056991577,0.8175340890884399
neural_fold1_seed17_all,1200,0.6929548382759094,0.6884434223175049,1.5002087354660034,1.5364069938659668
neural_fold1_seed17_all,1400,1.4210870265960693,1.415367603302002,2.612565517425537,2.1103217601776123
neural_fold1_seed17_all,1600,0.4554828405380249,0.4459041953086853,1.2613577842712402,1.2237244844436646
neural_fold1_seed17_all,1800,0.9439964294433594,0.9082282781600952,3.384429693222046,1.7055569887161255
neural_fold1_seed17_all,2000,0.5452200770378113,0.5542992949485779,0.8564049005508423,0.8982383608818054
neural_fold1_seed17_easy,1,0.00046743967686779797,0.0004408635140862316,0.000300065177725628,8.40414286358282e-05
neural_fold1_seed17_easy,200,0.00046381261199712753,0.0004611587501130998,0.00012615024752449244,0.00012220504868309945
neural_fold1_seed17_easy,400,0.0021354591008275747,0.002140586730092764,0.00038307360955514014,0.00038980934186838567
neural_fold1_seed17_easy,600,0.0006388307665474713,0.0006406412576325238,0.0002468574093654752,0.000272712844889611
neural_fold1_seed17_easy,800,0.00041021767538040876,0.0004090209258720279,0.0004544896073639393,0.00042780415969900787
neural_fold1_seed17_easy,1000,0.00040316523518413305,0.0004059208440594375,0.00028524623485282063,0.00038943576510064304
neural_fold1_seed17_easy,1200,0.0003425276663620025,0.0003451980883255601,0.00038436264730989933,0.00042367950663901865
neural_fold1_seed17_easy,1400,0.0010668110335245728,0.0010598213411867619,0.00039499488775618374,0.0003343423886690289
neural_fold1_seed17_easy,1600,0.003243642160668969,0.0032474587205797434,0.00048014408093877137,0.000542161928024143
neural_fold1_seed17_easy,1800,0.0004915420431643724,0.0005045965663157403,0.00046398211270570755,0.0003820264828391373
neural_fold1_seed17_easy,2000,0.00046031514648348093,0.0004755190166179091,0.0005837007192894816,0.0006154430448077619
damping097_fold1_seed17_utility,1,0.026123275980353355,0.01650845818221569,0.11677639186382294,0.0031367831397801638
damping097_fold1_seed17_utility,200,0.011736789718270302,0.014604931697249413,0.03015652485191822,0.030545946210622787
damping097_fold1_seed17_utility,400,0.016199298202991486,0.01820390671491623,0.04401564970612526,0.061946168541908264
damping097_fold1_seed17_utility,600,0.011372830718755722,0.013913849368691444,0.04448043182492256,0.0844101756811142
damping097_fold1_seed17_utility,800,0.01555620040744543,0.027058904990553856,0.03251353278756142,0.0837491974234581
damping097_fold1_seed17_utility,1000,0.011656229384243488,0.012863459065556526,0.021903710439801216,0.06447172909975052
damping097_fold1_seed17_utility,1200,0.009184823371469975,0.0113072469830513,0.028178676962852478,0.08803058415651321
damping097_fold1_seed17_utility,1400,0.011142713017761707,0.012274371460080147,0.057184867560863495,0.05364936962723732
damping097_fold1_seed17_utility,1600,0.008462270721793175,0.010217348113656044,0.016398020088672638,0.04477467015385628
damping097_fold1_seed17_utility,1800,0.009161682799458504,0.00869586318731308,0.032410405576229095,0.0281383004039526
damping097_fold1_seed17_utility,2000,0.011743681505322456,0.012678859755396843,0.022639287635684013,0.06457428634166718
damping097_fold1_seed17_all,1,0.9989837408065796,0.9979360699653625,0.30023613572120667,0.2999630570411682
damping097_fold1_seed17_all,200,1.1703656911849976,1.170611023902893,1.0059970617294312,1.0033783912658691
damping097_fold1_seed17_all,400,1.1183284521102905,1.1184051036834717,2.0879361629486084,2.0999295711517334
damping097_fold1_seed17_all,600,1.4308112859725952,1.4297912120819092,2.0606088638305664,2.0363664627075195
damping097_fold1_seed17_all,800,1.0372819900512695,1.0378990173339844,1.2612663507461548,1.2647324800491333
damping097_fold1_seed17_all,1000,0.7645742893218994,0.7649842500686646,0.9459004402160645,0.9466623067855835
damping097_fold1_seed17_all,1200,0.63511723279953,0.6337730884552002,1.5406606197357178,1.538468599319458
damping097_fold1_seed17_all,1400,1.4091744422912598,1.4111452102661133,2.3889987468719482,2.3947649002075195
damping097_fold1_seed17_all,1600,0.4251713454723358,0.4242430329322815,1.0054833889007568,1.0024771690368652
damping097_fold1_seed17_all,1800,0.7507556676864624,0.752646267414093,1.258442997932434,1.2566466331481934
damping097_fold1_seed17_all,2000,0.5513027906417847,0.5530384182929993,1.3705227375030518,1.3770476579666138
damping097_fold1_seed17_easy,1,0.0004317526472732425,0.00043148553231731057,8.443876868113875e-05,8.44099631649442e-05
damping097_fold1_seed17_easy,200,0.0004383726336527616,0.0004383389896247536,0.00012883279123343527,0.00012874526146333665
damping097_fold1_seed17_easy,400,0.0004836411389987916,0.0004836680891457945,0.00040158009505830705,0.0004015131271444261
damping097_fold1_seed17_easy,600,0.0004247947654221207,0.00042475451482459903,0.000245267350692302,0.0002448719460517168
damping097_fold1_seed17_easy,800,0.0004060904902871698,0.000405923870857805,0.0004303740570321679,0.00042916127131320536
damping097_fold1_seed17_easy,1000,0.0003875129041261971,0.0003873230889439583,0.0002685467479750514,0.0002662450715433806
damping097_fold1_seed17_easy,1200,0.0003300142125226557,0.00032989101600833237,0.00039870376349426806,0.00039357051718980074
