trial,step,loss,gradient_norm
mlp_source_only_seed17_fold-1,900,0.6740270256996155,0.35936155915260315
mlp_source_only_seed17_fold-1,1000,0.6525382995605469,0.4730134606361389
mlp_source_only_seed29_fold-1,1,0.6887757182121277,0.1782127320766449
mlp_source_only_seed29_fold-1,100,0.6921087503433228,0.13612648844718933
mlp_source_only_seed29_fold-1,200,0.6882091760635376,0.13183128833770752
mlp_source_only_seed29_fold-1,300,0.6582938432693481,0.16251176595687866
mlp_source_only_seed29_fold-1,400,0.6602311730384827,0.1796514391899109
mlp_source_only_seed29_fold-1,500,0.6911986470222473,0.21813081204891205
mlp_source_only_seed29_fold-1,600,0.7043335437774658,0.20422133803367615
mlp_source_only_seed29_fold-1,700,0.6190425157546997,0.2603456377983093
mlp_source_only_seed29_fold-1,800,0.6545013189315796,0.2916772663593292
mlp_source_only_seed29_fold-1,900,0.6621437668800354,0.3037107586860657
mlp_source_only_seed29_fold-1,1000,0.6640684604644775,0.3435421288013458
mlp_source_only_seed43_fold-1,1,0.7142820358276367,0.1556808203458786
mlp_source_only_seed43_fold-1,100,0.7319937944412231,0.38328805565834045
mlp_source_only_seed43_fold-1,200,0.702198326587677,0.217439666390419
mlp_source_only_seed43_fold-1,300,0.6982367634773254,0.1859700083732605
mlp_source_only_seed43_fold-1,400,0.6821980476379395,0.17726154625415802
mlp_source_only_seed43_fold-1,500,0.673369288444519,0.18534499406814575
mlp_source_only_seed43_fold-1,600,0.6432234048843384,0.20330536365509033
mlp_source_only_seed43_fold-1,700,0.6976490020751953,0.2406242936849594
mlp_source_only_seed43_fold-1,800,0.6609258055686951,0.3135989308357239
mlp_source_only_seed43_fold-1,900,0.6799309253692627,0.2633765637874603
mlp_source_only_seed43_fold-1,1000,0.6789567470550537,0.32208457589149475
mlp_mixed_seed17_fold0,1,0.698982834815979,0.12848162651062012
mlp_mixed_seed17_fold0,100,0.6323563456535339,0.21002161502838135
mlp_mixed_seed17_fold0,200,0.5941026210784912,0.3795064687728882
mlp_mixed_seed17_fold0,300,0.5819528102874756,0.39218732714653015
mlp_mixed_seed17_fold0,400,0.40374231338500977,0.4529150426387787
mlp_mixed_seed17_fold0,500,0.6068620085716248,0.5457503199577332
mlp_mixed_seed17_fold0,600,0.5650990605354309,0.7718331217765808
mlp_mixed_seed17_fold0,700,0.6373575925827026,0.9513608813285828
mlp_mixed_seed17_fold0,800,0.47934213280677795,0.46638616919517517
mlp_mixed_seed17_fold0,900,0.5584615468978882,0.9207040667533875
mlp_mixed_seed17_fold0,1000,0.41782140731811523,0.7653448581695557
mlp_mixed_seed17_fold1,1,0.7328449487686157,0.32095956802368164
mlp_mixed_seed17_fold1,100,0.585098147392273,0.2456827163696289
mlp_mixed_seed17_fold1,200,0.4743359386920929,0.28616663813591003
mlp_mixed_seed17_fold1,300,0.4396103620529175,0.27306458353996277
mlp_mixed_seed17_fold1,400,0.31698381900787354,0.3299061954021454
mlp_mixed_seed17_fold1,500,0.5056414008140564,0.3960173726081848
mlp_mixed_seed17_fold1,600,0.4958133101463318,0.3770107626914978
mlp_mixed_seed17_fold1,700,0.4438897371292114,0.4086754620075226
mlp_mixed_seed17_fold1,800,0.36130407452583313,0.25508442521095276
mlp_mixed_seed17_fold1,900,0.4160173237323761,0.4702893793582916
mlp_mixed_seed17_fold1,1000,0.3001475930213928,0.34138745069503784
mlp_mixed_seed29_fold0,1,0.6901417970657349,0.11525987833738327
mlp_mixed_seed29_fold0,100,0.6217130422592163,0.18156568706035614
mlp_mixed_seed29_fold0,200,0.5490708351135254,0.3176453411579132
mlp_mixed_seed29_fold0,300,0.5664299726486206,0.31764915585517883
mlp_mixed_seed29_fold0,400,0.5307301878929138,0.5474327802658081
mlp_mixed_seed29_fold0,500,0.5538605451583862,0.7891402840614319
mlp_mixed_seed29_fold0,600,0.49809229373931885,0.4504963159561157
mlp_mixed_seed29_fold0,700,0.42502957582473755,0.5265800356864929
mlp_mixed_seed29_fold0,800,0.5648918151855469,0.9059798121452332
mlp_mixed_seed29_fold0,900,0.3469596803188324,0.7907759547233582
mlp_mixed_seed29_fold0,1000,0.46454697847366333,1.1352486610412598
mlp_mixed_seed29_fold1,1,0.6918497681617737,0.17101119458675385
mlp_mixed_seed29_fold1,100,0.5333110094070435,0.18927867710590363
mlp_mixed_seed29_fold1,200,0.5359798073768616,0.2955707609653473
mlp_mixed_seed29_fold1,300,0.44573765993118286,0.2904360890388489
mlp_mixed_seed29_fold1,400,0.6530740261077881,0.7211359143257141
mlp_mixed_seed29_fold1,500,0.42458683252334595,0.6225901246070862
mlp_mixed_seed29_fold1,600,0.3812144696712494,0.2300317883491516
mlp_mixed_seed29_fold1,700,0.29331037402153015,0.32802748680114746
mlp_mixed_seed29_fold1,800,0.5062122941017151,0.5758380889892578
mlp_mixed_seed29_fold1,900,0.2775472402572632,0.28092750906944275
mlp_mixed_seed29_fold1,1000,0.373259961605072,0.33407852053642273
mlp_mixed_seed43_fold0,1,0.6992616653442383,0.1384955793619156
mlp_mixed_seed43_fold0,100,0.64656001329422,0.15421292185783386
mlp_mixed_seed43_fold0,200,0.5907332897186279,0.3535989820957184
mlp_mixed_seed43_fold0,300,0.5425441861152649,0.380946546792984
mlp_mixed_seed43_fold0,400,0.6624677777290344,0.9075928926467896
mlp_mixed_seed43_fold0,500,0.5008724331855774,0.5862036943435669
mlp_mixed_seed43_fold0,600,0.5148983597755432,0.728659987449646
mlp_mixed_seed43_fold0,700,0.4319049119949341,0.5811595916748047
mlp_mixed_seed43_fold0,800,0.4643303453922272,0.543542206287384
mlp_mixed_seed43_fold0,900,0.3932279050350189,0.747672438621521
mlp_mixed_seed43_fold0,1000,0.39595887064933777,0.5813488960266113
mlp_mixed_seed43_fold1,1,0.6732196807861328,0.14633417129516602
mlp_mixed_seed43_fold1,100,0.5511725544929504,0.21312575042247772
mlp_mixed_seed43_fold1,200,0.5070899724960327,0.35224294662475586
mlp_mixed_seed43_fold1,300,0.3722822964191437,0.25969162583351135
mlp_mixed_seed43_fold1,400,0.44240978360176086,0.45519909262657166
mlp_mixed_seed43_fold1,500,0.38279634714126587,0.33741849660873413
mlp_mixed_seed43_fold1,600,0.3781536817550659,0.42674508690834045
mlp_mixed_seed43_fold1,700,0.40196287631988525,0.4058261513710022
mlp_mixed_seed43_fold1,800,0.33926093578338623,0.28795820474624634
mlp_mixed_seed43_fold1,900,0.29862111806869507,0.24909614026546478
mlp_mixed_seed43_fold1,1000,0.3724077045917511,0.5008165836334229
