group,subset,component,mean_pp,ci_low_pp,ci_high_pp
neural_fold0_seed29_all,all,coverage_with_hurdle_ranking,1.1616069673197824,0.8334914227253916,1.4437525443314994
neural_fold0_seed29_all,all,coverage_with_product_ranking,0.9790195239383801,0.5099336772548071,1.4832117061963868
neural_fold0_seed29_all,all,ranking_at_hurdle_count,0.4046671677107876,-0.013525408073868489,0.8276779439480763
neural_fold0_seed29_all,easy,full_total,2.862813580104433,1.7873847380798826,3.81484623047813
neural_fold0_seed29_all,easy,support_difference,0.0,0.0,0.0
neural_fold0_seed29_all,easy,total,2.862813580104433,1.7873847380798826,3.81484623047813
neural_fold0_seed29_all,easy,ranking_at_product_count,-0.4706157373756682,-0.6432403924102411,-0.30490230026128257
neural_fold0_seed29_all,easy,coverage_with_hurdle_ranking,3.333429317480101,2.1886365216154995,4.377577499437442
neural_fold0_seed29_all,easy,coverage_with_product_ranking,2.739812276948027,1.8143944679645814,3.5313480798485153
neural_fold0_seed29_all,easy,ranking_at_hurdle_count,0.12300130315640581,-0.18410082666977992,0.39067485085716375
neural_fold0_seed29_all,hard,full_total,1.1427031231130562,0.6654481654575422,1.6417591859107514
neural_fold0_seed29_all,hard,support_difference,0.0,0.0,0.0
neural_fold0_seed29_all,hard,total,1.1427031231130562,0.6654481654575422,1.6417591859107514
neural_fold0_seed29_all,hard,ranking_at_product_count,0.26778876464194096,0.13110285377945402,0.4146003255579278
neural_fold0_seed29_all,hard,coverage_with_hurdle_ranking,0.8749143584711151,0.4773944027101979,1.2803798794813832
neural_fold0_seed29_all,hard,coverage_with_product_ranking,0.7667788086046016,0.17163462905369467,1.523741462105594
neural_fold0_seed29_all,hard,ranking_at_hurdle_count,0.37592431450845454,-0.21327266307821977,0.9658600302125159
neural_fold0_seed29_easy,all,full_total,-1.9885116418522102,-2.699977965318705,-1.2195267595479529
neural_fold0_seed29_easy,all,support_difference,0.0,0.0,0.0
neural_fold0_seed29_easy,all,total,-1.9885116418522102,-2.699977965318705,-1.2195267595479529
neural_fold0_seed29_easy,all,ranking_at_product_count,-0.6409725360020477,-1.0323298248981263,-0.34505133148865663
neural_fold0_seed29_easy,all,coverage_with_hurdle_ranking,-1.3475391058501622,-2.005063181246068,-0.697546168345283
neural_fold0_seed29_easy,all,coverage_with_product_ranking,-1.589077276800014,-2.217887237428377,-0.941670498472816
neural_fold0_seed29_easy,all,ranking_at_hurdle_count,-0.399434365052196,-0.5553273798359603,-0.22868794087593394
neural_fold0_seed29_easy,easy,full_total,-3.95042641381607,-5.470267301538987,-2.4649536096905718
neural_fold0_seed29_easy,easy,support_difference,0.0,0.0,0.0
neural_fold0_seed29_easy,easy,total,-3.95042641381607,-5.470267301538987,-2.4649536096905718
neural_fold0_seed29_easy,easy,ranking_at_product_count,0.7108373201276691,0.1159296943758233,1.1746589817249464
neural_fold0_seed29_easy,easy,coverage_with_hurdle_ranking,-4.6612637339437395,-6.491088268389728,-2.7387928538559296
neural_fold0_seed29_easy,easy,coverage_with_product_ranking,-5.017737484892492,-6.892317678264974,-3.1199488818486576
neural_fold0_seed29_easy,easy,ranking_at_hurdle_count,1.0673110710764218,0.46526360132703454,1.7856929419659517
neural_fold0_seed29_easy,hard,full_total,-1.8466398396280383,-2.6780939766551275,-1.0047370363835322
neural_fold0_seed29_easy,hard,support_difference,0.0,0.0,0.0
neural_fold0_seed29_easy,hard,total,-1.8466398396280383,-2.6780939766551275,-1.0047370363835322
neural_fold0_seed29_easy,hard,ranking_at_product_count,-1.0183132103551378,-1.452661546840553,-0.6352558894764497
neural_fold0_seed29_easy,hard,coverage_with_hurdle_ranking,-0.8283266292729005,-1.5972388789898804,-0.2487650946976754
neural_fold0_seed29_easy,hard,coverage_with_product_ranking,-1.4111207872604241,-2.206457422646651,-0.5634865769445069
neural_fold0_seed29_easy,hard,ranking_at_hurdle_count,-0.43551905236761407,-0.5843787557342571,-0.2703587035063117
damping097_fold0_seed29_all,all,full_total,1.4686794730857695,0.9611518179603205,1.9431764643855995
damping097_fold0_seed29_all,all,support_difference,0.0,0.0,0.0
damping097_fold0_seed29_all,all,total,1.4686794730857695,0.9611518179603205,1.9431764643855995
damping097_fold0_seed29_all,all,ranking_at_product_count,-0.04068999922045349,-0.25420719920492085,0.1745954133743564
damping097_fold0_seed29_all,all,coverage_with_hurdle_ranking,1.509369472306223,0.9782199356540529,1.953071999677143
damping097_fold0_seed29_all,all,coverage_with_product_ranking,1.6281205476557576,1.0294006159695968,2.131824931283218
damping097_fold0_seed29_all,all,ranking_at_hurdle_count,-0.15944107456998827,-0.47413101778534844,0.13245937869628763
damping097_fold0_seed29_all,easy,full_total,0.017504885534834036,-0.21827244046203162,0.2121060692396869
damping097_fold0_seed29_all,easy,support_difference,0.0,0.0,0.0
damping097_fold0_seed29_all,easy,total,0.017504885534834036,-0.21827244046203162,0.2121060692396869
damping097_fold0_seed29_all,easy,ranking_at_product_count,0.12210004915628181,-0.08809641864856008,0.274450574565692
damping097_fold0_seed29_all,easy,coverage_with_hurdle_ranking,-0.1045951636214478,-0.24616439598948772,0.018199200910151488
damping097_fold0_seed29_all,easy,coverage_with_product_ranking,-0.1503419173681503,-0.4087665490368175,0.0671530866946872
damping097_fold0_seed29_all,easy,ranking_at_hurdle_count,0.16784680290298432,-0.000981869875584605,0.34663474612689266
damping097_fold0_seed29_all,hard,full_total,1.5130927999010275,0.9889132816436518,2.0225949572310036
damping097_fold0_seed29_all,hard,support_difference,0.0,0.0,0.0
damping097_fold0_seed29_all,hard,total,1.5130927999010275,0.9889132816436518,2.0225949572310036
damping097_fold0_seed29_all,hard,ranking_at_product_count,-0.09779733071068417,-0.41909680459178444,0.2638582301899446
damping097_fold0_seed29_all,hard,coverage_with_hurdle_ranking,1.6108901306117116,0.946754213933348,2.1545810976211057
damping097_fold0_seed29_all,hard,coverage_with_product_ranking,1.8587894967865193,1.330532055232641,2.3013630123142335
damping097_fold0_seed29_all,hard,ranking_at_hurdle_count,-0.3456966968854921,-0.6422069945550652,-0.05166493853655704
damping097_fold0_seed29_easy,all,full_total,-0.48392517115376577,-0.8385828191088599,-0.13538455195756055
damping097_fold0_seed29_easy,all,support_difference,0.0,0.0,0.0
damping097_fold0_seed29_easy,all,total,-0.48392517115376577,-0.8385828191088599,-0.13538455195756055
damping097_fold0_seed29_easy,all,ranking_at_product_count,0.2676412944379666,0.009656731889072236,0.5377229745449771
damping097_fold0_seed29_easy,all,coverage_with_hurdle_ranking,-0.7515664655917322,-0.944747343558686,-0.506700967861591
damping097_fold0_seed29_easy,all,coverage_with_product_ranking,-0.5330606375183151,-0.728696409328629,-0.3319819944797193
damping097_fold0_seed29_easy,all,ranking_at_hurdle_count,0.04913546636454947,-0.131659182660175,0.2259795787495638
damping097_fold0_seed29_easy,easy,full_total,0.22080456986028696,0.03601831185745877,0.4347733283588679
damping097_fold0_seed29_easy,easy,support_difference,0.0,0.0,0.0
damping097_fold0_seed29_easy,easy,total,0.22080456986028696,0.03601831185745877,0.4347733283588679
damping097_fold0_seed29_easy,easy,ranking_at_product_count,-0.04428122915895133,-0.6406380886585665,0.3762015795792094
damping097_fold0_seed29_easy,easy,coverage_with_hurdle_ranking,0.26508579901923834,-0.007316883045681475,0.7468641241142718
damping097_fold0_seed29_easy,easy,coverage_with_product_ranking,0.11230556413532655,-0.08815293791633164,0.33202700857594647
damping097_fold0_seed29_easy,easy,ranking_at_hurdle_count,0.10849900572496043,-0.060692604867543506,0.22564444324806257
damping097_fold0_seed29_easy,hard,full_total,-0.4964515296709673,-0.9880878602570247,-0.01934163840792858
damping097_fold0_seed29_easy,hard,support_difference,0.0,0.0,0.0
damping097_fold0_seed29_easy,hard,total,-0.4964515296709673,-0.9880878602570247,-0.01934163840792858
damping097_fold0_seed29_easy,hard,ranking_at_product_count,0.3559468541029573,-0.017771529222379692,0.6987571893542492
damping097_fold0_seed29_easy,hard,coverage_with_hurdle_ranking,-0.8523983837739246,-1.0048083599008293,-0.7014949944046333
damping097_fold0_seed29_easy,hard,coverage_with_product_ranking,-0.5393167951640603,-0.7750948223813005,-0.316422154547268
damping097_fold0_seed29_easy,hard,ranking_at_hurdle_count,0.042865265493093004,-0.24188434343393328,0.3108831068762758
neural_fold0_seed43_all,all,full_total,1.586411283657641,1.168047415838894,2.0493733324653753
neural_fold0_seed43_all,all,support_difference,0.0,0.0,0.0
neural_fold0_seed43_all,all,total,1.586411283657641,1.168047415838894,2.0493733324653753
neural_fold0_seed43_all,all,ranking_at_product_count,-0.24898759833432904,-0.42048406395676863,-0.0791583469847472
neural_fold0_seed43_all,all,coverage_with_hurdle_ranking,1.8353988819919698,1.345239112236317,2.299577739662564
neural_fold0_seed43_all,all,coverage_with_product_ranking,2.204143755467834,1.2452524904015074,3.0465922152244564
neural_fold0_seed43_all,all,ranking_at_hurdle_count,-0.6177324718101929,-1.2141675093077782,0.054281931964385396
neural_fold0_seed43_all,easy,full_total,4.454147793936477,3.2766468474603982,5.727467542881436
neural_fold0_seed43_all,easy,support_difference,0.0,0.0,0.0
neural_fold0_seed43_all,easy,total,4.454147793936477,3.2766468474603982,5.727467542881436
neural_fold0_seed43_all,easy,ranking_at_product_count,0.2850225119550938,0.00039086042427774063,0.5874266269118211
neural_fold0_seed43_all,easy,coverage_with_hurdle_ranking,4.169125281981383,2.8587475473956423,5.444555081362187
neural_fold0_seed43_all,easy,coverage_with_product_ranking,2.8646979702071182,1.7895148388198625,4.0528141129127215
neural_fold0_seed43_all,easy,ranking_at_hurdle_count,1.5894498237293595,1.1927730003669197,2.0017128216356777
neural_fold0_seed43_all,hard,full_total,1.4009298842926552,0.8258804911777345,2.059835384847511
neural_fold0_seed43_all,hard,support_difference,0.0,0.0,0.0
neural_fold0_seed43_all,hard,total,1.4009298842926552,0.8258804911777345,2.059835384847511
neural_fold0_seed43_all,hard,ranking_at_product_count,-0.3428973525423077,-0.6071446430618873,-0.11984429644241545
neural_fold0_seed43_all,hard,coverage_with_hurdle_ranking,1.7438272368349628,1.10747508052174,2.4718542982050833
neural_fold0_seed43_all,hard,coverage_with_product_ranking,2.7183523613389977,1.7302259643488853,3.647466677479031
neural_fold0_seed43_all,hard,ranking_at_hurdle_count,-1.3174224770463425,-1.9389782267933906,-0.6642407305941409
neural_fold0_seed43_easy,all,full_total,-1.531753623708083,-2.273082273822756,-0.8233378020463497
neural_fold0_seed43_easy,all,support_difference,0.0,0.0,0.0
neural_fold0_seed43_easy,all,total,-1.531753623708083,-2.273082273822756,-0.8233378020463497
neural_fold0_seed43_easy,all,ranking_at_product_count,-0.3256142508451084,-0.8176512921175612,0.13526072357149083
neural_fold0_seed43_easy,all,coverage_with_hurdle_ranking,-1.2061393728629746,-1.671835304237593,-0.7739323520686922
neural_fold0_seed43_easy,all,coverage_with_product_ranking,-1.33933707344891,-1.930840216254633,-0.8171682739825887
neural_fold0_seed43_easy,all,ranking_at_hurdle_count,-0.19241655025917298,-0.3911552498755503,0.01952835769362954
neural_fold0_seed43_easy,easy,full_total,-4.00257061088268,-5.8857861600586325,-1.8905393147501477
neural_fold0_seed43_easy,easy,support_difference,0.0,0.0,0.0
neural_fold0_seed43_easy,easy,total,-4.00257061088268,-5.8857861600586325,-1.8905393147501477
neural_fold0_seed43_easy,easy,ranking_at_product_count,1.385761536315604,1.1396637961757463,1.6960912398883534
neural_fold0_seed43_easy,easy,coverage_with_hurdle_ranking,-5.388332147198284,-7.096543432889282,-3.5604513912174114
neural_fold0_seed43_easy,easy,coverage_with_product_ranking,-4.765132546205768,-6.861686566389908,-2.55943288263449
neural_fold0_seed43_easy,easy,ranking_at_hurdle_count,0.7625619353230881,0.29592423494052517,1.275627556210729
neural_fold0_seed43_easy,hard,full_total,-1.3158445483854222,-1.918131403359704,-0.7368828790387123
neural_fold0_seed43_easy,hard,support_difference,0.0,0.0,0.0
neural_fold0_seed43_easy,hard,total,-1.3158445483854222,-1.918131403359704,-0.7368828790387123
neural_fold0_seed43_easy,hard,ranking_at_product_count,-0.5964318871973833,-1.1416419495186676,-0.08814168746855014
neural_fold0_seed43_easy,hard,coverage_with_hurdle_ranking,-0.7194126611880391,-1.2632765299480204,-0.3152297453596468
neural_fold0_seed43_easy,hard,coverage_with_product_ranking,-1.1454252776124871,-1.666601525174241,-0.6469567692510516
neural_fold0_seed43_easy,hard,ranking_at_hurdle_count,-0.17041927077293495,-0.30879024537586663,-0.03230726854260316
damping097_fold0_seed43_all,all,full_total,1.0298593665885478,0.5728926614712466,1.4606172110691373
damping097_fold0_seed43_all,all,support_difference,0.0,0.0,0.0
damping097_fold0_seed43_all,all,total,1.0298593665885478,0.5728926614712466,1.4606172110691373
damping097_fold0_seed43_all,all,ranking_at_product_count,-0.5428085733198925,-0.9057056509891728,-0.1881729202820231
damping097_fold0_seed43_all,all,coverage_with_hurdle_ranking,1.5726679399084407,1.0421608046496498,1.9438272582746847
damping097_fold0_seed43_all,all,coverage_with_product_ranking,1.14566762975297,0.7001222374866832,1.4948391335741826
damping097_fold0_seed43_all,all,ranking_at_hurdle_count,-0.11580826316442211,-0.5460213412585513,0.26874362972299426
damping097_fold0_seed43_all,easy,full_total,-0.05978282296000832,-0.4746762531780142,0.2760139889054537
damping097_fold0_seed43_all,easy,support_difference,0.0,0.0,0.0
damping097_fold0_seed43_all,easy,total,-0.05978282296000832,-0.4746762531780142,0.2760139889054537
damping097_fold0_seed43_all,easy,ranking_at_product_count,0.20946074599705933,0.03218038341463732,0.409194060760675
damping097_fold0_seed43_all,easy,coverage_with_hurdle_ranking,-0.26924356895706764,-0.5544521167336621,-0.03931464235783952
damping097_fold0_seed43_all,easy,coverage_with_product_ranking,-0.35804496064271074,-1.0246131600088801,0.08061559231983564
damping097_fold0_seed43_all,easy,ranking_at_hurdle_count,0.29826213768270243,0.01212137214727735,0.6443865264833214
damping097_fold0_seed43_all,hard,full_total,0.8579381225274013,0.39335460300862807,1.3104787891296161
damping097_fold0_seed43_all,hard,support_difference,0.0,0.0,0.0
damping097_fold0_seed43_all,hard,total,0.8579381225274013,0.39335460300862807,1.3104787891296161
damping097_fold0_seed43_all,hard,ranking_at_product_count,-0.8898874569118481,-1.248325563656336,-0.5027427943778369
damping097_fold0_seed43_all,hard,coverage_with_hurdle_ranking,1.7478255794392497,1.147747599136091,2.1809350938008056
damping097_fold0_seed43_all,hard,coverage_with_product_ranking,1.346338067126403,0.9568082374047207,1.6613208727237179
damping097_fold0_seed43_all,hard,ranking_at_hurdle_count,-0.4883999445990014,-0.8391773813077666,-0.14947650891106737
damping097_fold0_seed43_easy,all,full_total,-0.1048409251127955,-0.24033424210179083,0.039297807893135805
damping097_fold0_seed43_easy,all,support_difference,0.0,0.0,0.0
damping097_fold0_seed43_easy,all,total,-0.1048409251127955,-0.24033424210179083,0.039297807893135805
damping097_fold0_seed43_easy,all,ranking_at_product_count,0.29827438473403534,0.16487392134213652,0.4187960313759626
damping097_fold0_seed43_easy,all,coverage_with_hurdle_ranking,-0.40311530984683097,-0.49437435223236387,-0.3164120154201997
damping097_fold0_seed43_easy,all,coverage_with_product_ranking,-0.23475215589529838,-0.3570394440705869,-0.08591080912040626
damping097_fold0_seed43_easy,all,ranking_at_hurdle_count,0.12991123078250283,0.015070014163128477,0.25137608081535046
damping097_fold0_seed43_easy,easy,full_total,0.22893938468350922,0.034738699265826456,0.4386117843733323
damping097_fold0_seed43_easy,easy,support_difference,0.0,0.0,0.0
damping097_fold0_seed43_easy,easy,total,0.22893938468350922,0.034738699265826456,0.4386117843733323
damping097_fold0_seed43_easy,easy,ranking_at_product_count,0.09342751918226141,-0.16651550268395576,0.3470298409333022
damping097_fold0_seed43_easy,easy,coverage_with_hurdle_ranking,0.13551186550124786,0.009048192883436798,0.35045858146580217
damping097_fold0_seed43_easy,easy,coverage_with_product_ranking,0.17812821130741432,-0.006392540495391096,0.3693857146151137
damping097_fold0_seed43_easy,easy,ranking_at_hurdle_count,0.05081117337609488,0.004512328096531524,0.09212710618599759
damping097_fold0_seed43_easy,hard,full_total,0.01332549728075872,-0.22996741346589553,0.30074271192892044
damping097_fold0_seed43_easy,hard,support_difference,0.0,0.0,0.0
damping097_fold0_seed43_easy,hard,total,0.01332549728075872,-0.22996741346589553,0.30074271192892044
damping097_fold0_seed43_easy,hard,ranking_at_product_count,0.4426829649059044,0.15697992810049502,0.7701311129871444
damping097_fold0_seed43_easy,hard,coverage_with_hurdle_ranking,-0.42935746762514576,-0.5378228992670542,-0.34009078480367205
damping097_fold0_seed43_easy,hard,coverage_with_product_ranking,-0.19320435569760072,-0.29654114415307875,-0.07239590977990565
damping097_fold0_seed43_easy,hard,ranking_at_hurdle_count,0.2065298529783594,-0.0019318836544451935,0.42067926660242
neural_fold1_seed17_all,all,full_total,0.46491787482803604,0.0915059517377952,0.8155533117937079
neural_fold1_seed17_all,all,support_difference,0.0,0.0,0.0
neural_fold1_seed17_all,all,total,0.46491787482803604,0.0915059517377952,0.8155533117937079
neural_fold1_seed17_all,all,ranking_at_product_count,-0.35570091468712406,-0.6281058949116152,-0.11152761887061272
neural_fold1_seed17_all,all,coverage_with_hurdle_ranking,0.8206187895151602,0.5570344444100839,1.0948039023160923
neural_fold1_seed17_all,all,coverage_with_product_ranking,0.7847745764449479,0.32613497294565874,1.136539310546878
neural_fold1_seed17_all,all,ranking_at_hurdle_count,-0.3198567016169118,-0.7171065113684008,0.13159101263173004
neural_fold1_seed17_all,easy,full_total,2.361897240261608,1.7088940658163734,3.1096488012803696
neural_fold1_seed17_all,easy,support_difference,0.0,0.0,0.0
neural_fold1_seed17_all,easy,total,2.361897240261608,1.7088940658163734,3.1096488012803696
neural_fold1_seed17_all,easy,ranking_at_product_count,0.7793278978933064,0.5930360435778801,0.9547764788426039
neural_fold1_seed17_all,easy,coverage_with_hurdle_ranking,1.5825693423683016,1.0311379587835459,2.2524613110866154
neural_fold1_seed17_all,easy,coverage_with_product_ranking,1.5118503912737498,1.0054984496989279,2.1103161257786938
neural_fold1_seed17_all,easy,ranking_at_hurdle_count,0.8500468489878583,0.48869731817758094,1.3593257452794596
neural_fold1_seed17_all,hard,full_total,-0.07089804957264782,-0.36978515231708226,0.16013745298201312
neural_fold1_seed17_all,hard,support_difference,0.0,0.0,0.0
neural_fold1_seed17_all,hard,total,-0.07089804957264782,-0.36978515231708226,0.16013745298201312
neural_fold1_seed17_all,hard,ranking_at_product_count,-0.5606375173536765,-0.9377258713352865,-0.21208668482086035
neural_fold1_seed17_all,hard,coverage_with_hurdle_ranking,0.4897394677810288,0.26118233496242504,0.7462831558857146
neural_fold1_seed17_all,hard,coverage_with_product_ranking,0.6757095801147239,0.20855016572269697,1.0876683932404692
neural_fold1_seed17_all,hard,ranking_at_hurdle_count,-0.7466076296873718,-1.2160346825101107,-0.20223827993535481
